previous,current,gap_minutes,previous_date,current_date,previous_year,current_year,previous_weekday,current_weekday,previous_time,current_time,previous_minutes_of_day,current_minutes_of_day,calendar_transition,gap_type,previous_time_cluster,current_time_cluster,duration_cluster,boundary_family
2026-01-05 21:57:00,2026-01-05 23:04:00,67.0,2026-01-05,2026-01-05,2026,2026,Monday,Monday,21:57,23:04,1317,1384,NON_WEEKEND,NON_WEEKEND_GAP,33,39,68,P33_C39_D68
2026-01-14 21:57:00,2026-01-14 23:03:00,66.0,2026-01-14,2026-01-14,2026,2026,Wednesday,Wednesday,21:57,23:03,1317,1383,NON_WEEKEND,NON_WEEKEND_GAP,33,39,66,P33_C39_D66
2026-01-25 23:02:00,2026-01-25 23:05:00,3.0,2026-01-25,2026-01-25,2026,2026,Sunday,Sunday,23:02,23:05,1382,1385,NON_WEEKEND,NON_WEEKEND_GAP,36,39,4,P36_C39_D4
2026-01-27 21:57:00,2026-01-27 23:10:00,73.0,2026-01-27,2026-01-27,2026,2026,Tuesday,Tuesday,21:57,23:10,1317,1390,NON_WEEKEND,NON_WEEKEND_GAP,33,40,72,P33_C40_D72
2026-01-28 23:38:00,2026-01-28 23:43:00,5.0,2026-01-28,2026-01-28,2026,2026,Wednesday,Wednesday,23:38,23:43,1418,1423,NON_WEEKEND,NON_WEEKEND_GAP,39,43,4,P39_C43_D4
2026-02-01 23:01:00,2026-02-01 23:10:00,9.0,2026-02-01,2026-02-01,2026,2026,Sunday,Sunday,23:01,23:10,1381,1390,NON_WEEKEND,NON_WEEKEND_GAP,36,40,8,P36_C40_D8
2026-02-01 23:45:00,2026-02-01 23:47:00,2.0,2026-02-01,2026-02-01,2026,2026,Sunday,Sunday,23:45,23:47,1425,1427,NON_WEEKEND,NON_WEEKEND_GAP,40,43,2,P40_C43_D2
2026-02-15 23:08:00,2026-02-15 23:10:00,2.0,2026-02-15,2026-02-15,2026,2026,Sunday,Sunday,23:08,23:10,1388,1390,NON_WEEKEND,NON_WEEKEND_GAP,36,40,2,P36_C40_D2
2026-02-24 21:57:00,2026-02-24 23:03:00,66.0,2026-02-24,2026-02-24,2026,2026,Tuesday,Tuesday,21:57,23:03,1317,1383,NON_WEEKEND,NON_WEEKEND_GAP,33,39,66,P33_C39_D66
2026-03-01 23:01:00,2026-03-01 23:07:00,6.0,2026-03-01,2026-03-01,2026,2026,Sunday,Sunday,23:01,23:07,1381,1387,NON_WEEKEND,NON_WEEKEND_GAP,36,39,6,P36_C39_D6
2026-03-01 23:07:00,2026-03-01 23:09:00,2.0,2026-03-01,2026-03-01,2026,2026,Sunday,Sunday,23:07,23:09,1387,1389,NON_WEEKEND,NON_WEEKEND_GAP,36,39,2,P36_C39_D2
2026-03-05 21:57:00,2026-03-05 23:05:00,68.0,2026-03-05,2026-03-05,2026,2026,Thursday,Thursday,21:57,23:05,1317,1385,NON_WEEKEND,NON_WEEKEND_GAP,33,39,68,P33_C39_D68
2026-04-01 20:57:00,2026-04-01 22:16:00,79.0,2026-04-01,2026-04-01,2026,2026,Wednesday,Wednesday,20:57,22:16,1257,1336,NON_WEEKEND,NON_WEEKEND_GAP,30,36,80,P30_C36_D80
2026-04-19 22:01:00,2026-04-19 22:03:00,2.0,2026-04-19,2026-04-19,2026,2026,Sunday,Sunday,22:01,22:03,1321,1323,NON_WEEKEND,NON_WEEKEND_GAP,33,35,2,P33_C35_D2
